* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = SYBR_GREEN
* Date Created = 2023-02-17 13:47:38 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = E:\Acer_01.12-1.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = 2023-01-12 14:14:50 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	HIGHSD	DRNMIN	MTP	CQCONF	EXPFAIL	Tm1	Tm2	Tm3	Tm4
57	E9	false	295	CAM	UNKNOWN	SYBR	None	19.811	20.112	0.425								false	0.020	true	3	18	Amp		0.491	N	N	N	Y	N	75.217			
58	E10	false	295	CAM	UNKNOWN	SYBR	None	20.412	20.112	0.425								false	0.020	true	3	18	Amp		0.633	N	N	N	Y	N	75.063			
59	E11	false	295	SYM	UNKNOWN	SYBR	None	18.937	19.151	0.303								false	0.020	true	3	17	Amp		0.395	N	N	N	Y	N	87.444			
60	E12	false	295	SYM	UNKNOWN	SYBR	None	19.366	19.151	0.303								false	0.020	true	3	17	Amp		0.550	N	N	N	Y	N	87.444			
61	F1	false	249	CAM	UNKNOWN	SYBR	None	21.696	22.078	0.539								false	0.020	true	3	19	Amp		0.482	Y	N	N	Y	N	75.012			
62	F2	false	249	CAM	UNKNOWN	SYBR	None	22.459	22.078	0.539								false	0.020	true	3	21	Amp		0.676	Y	N	N	Y	N	75.165			
63	F3	false	249	SYM	UNKNOWN	SYBR	None	19.228	19.582	0.501								false	0.020	true	3	17	Amp		0.439	Y	N	N	Y	N	87.655			
64	F4	false	249	SYM	UNKNOWN	SYBR	None	19.937	19.582	0.501								false	0.020	true	3	18	Amp		0.449	Y	N	N	Y	N	87.655			
69	F9	false	NEC 8	CAM	UNKNOWN	SYBR	None	Undetermined	32.480									false	0.020	true	3	39	No Amp		0.000	N	N	N	Y	Y	63.530			
70	F10	false	NEC 8	CAM	UNKNOWN	SYBR	None	32.480	32.480									false	0.020	true	3	30	Amp		0.909	N	N	N	N	N	74.756			
71	F11	false	NEC 8	SYM	UNKNOWN	SYBR	None	Undetermined										false	0.020	true	3	39	No Amp		0.000	N	N	N	Y	Y	59.994			
72	F12	false	NEC 8	SYM	UNKNOWN	SYBR	None	Undetermined										false	0.020	true	3	39	No Amp		0.000	N	N	N	Y	Y	62.448			
73	G1	false	264	CAM	UNKNOWN	SYBR	None	23.969	23.798	0.241								false	0.020	true	3	22	Amp		0.646	N	N	N	Y	N	75.012			
74	G2	false	264	CAM	UNKNOWN	SYBR	None	23.628	23.798	0.241								false	0.020	true	3	22	Amp		0.589	N	N	N	Y	N	75.012			
75	G3	false	264	SYM	UNKNOWN	SYBR	None	20.448	20.114	0.472								false	0.020	true	3	18	Amp		0.570	N	N	N	Y	N	87.655			
76	G4	false	264	SYM	UNKNOWN	SYBR	None	19.780	20.114	0.472								false	0.020	true	3	17	Amp		0.425	N	N	N	Y	N	87.655			
77	G5	false	280	CAM	UNKNOWN	SYBR	None	20.686	20.733	0.066								false	0.020	true	3	18	Amp		0.632	N	N	N	Y	N	75.162			
78	G6	false	280	CAM	UNKNOWN	SYBR	None	20.779	20.733	0.066								false	0.020	true	3	19	Amp		0.605	N	N	N	Y	N	75.162			
79	G7	false	280	SYM	UNKNOWN	SYBR	None	20.665	20.791	0.179								false	0.020	true	3	18	Amp		0.489	N	N	N	Y	N	87.427			
80	G8	false	280	SYM	UNKNOWN	SYBR	None	20.918	20.791	0.179								false	0.020	true	3	18	Amp		0.512	N	N	N	Y	N	87.581			
81	G9	false	positive	CAM	UNKNOWN	SYBR	None	28.665	28.566	0.139								false	0.020	true	3	26	Amp		0.796	N	N	N	Y	N	74.910			
82	G10	false	positive	CAM	UNKNOWN	SYBR	None	28.467	28.566	0.139								false	0.020	true	3	25	Amp		0.667	N	N	N	Y	N	74.910			
