* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = SYBR_GREEN
* Date Created = 2023-01-24 14:05:59 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\bcorbett\OneDrive - Shedd Aquarium Society\Acropora22_proj\EDS files\Acer_20221201.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = 2022-12-01 16:01:20 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step3
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	HIGHSD	DRNMIN	NOAMP	MTP	CQCONF	EXPFAIL	Tm1	Tm2	Tm3	Tm4
71	F11	false	NEC6	SYM	UNKNOWN	SYBR	None	28.665	27.851	1.152								false	0.020	true	3	25	No Amp		0.095	Y	N	N	Y	Y	N	82.920	92.657	69.737	77.527
72	F12	false	NEC6	SYM	UNKNOWN	SYBR	None	27.036	27.851	1.152								false	0.020	true	3	24	No Amp		0.588	Y	N	N	Y	Y	N	82.470	72.733		
73	G1	false	30	CAM	UNKNOWN	SYBR	None	27.540	28.743	1.701								false	0.020	true	3	25	No Amp		0.553	Y	N	N	Y	Y	N	74.528	81.118	90.104	85.012
74	G2	false	30	CAM	UNKNOWN	SYBR	None	29.946	28.743	1.701								false	0.020	true	3	16	No Amp		0.000	Y	Y	N	Y	Y	N	74.528	81.717	90.104	
75	G3	false	30	SYM	UNKNOWN	SYBR	None	21.970	22.326	0.504								false	0.020	true	3	20	Amp		0.970	Y	N	N	N	N	N	87.432			
76	G4	false	30	SYM	UNKNOWN	SYBR	None	22.682	22.326	0.504								false	0.020	true	3	21	Amp		0.942	Y	N	N	N	N	N	87.582			
77	G5	false	53	CAM	UNKNOWN	SYBR	None	23.734	23.624	0.155								false	0.020	true	3	22	Amp		0.898	N	N	N	N	N	N	74.527			
78	G6	false	53	CAM	UNKNOWN	SYBR	None	23.514	23.624	0.155								false	0.020	true	3	22	Amp		0.887	N	N	N	N	N	N	74.527			
79	G7	false	53	SYM	UNKNOWN	SYBR	None	20.059	20.511	0.638								false	0.020	true	3	18	Amp		0.620	Y	N	N	N	Y	N	87.411			
80	G8	false	53	SYM	UNKNOWN	SYBR	None	20.962	20.511	0.638								false	0.020	true	3	18	Amp		0.936	Y	N	N	N	N	N	87.411			
81	G9	false	pos	CAM	UNKNOWN	SYBR	None	11.230	10.165	1.507								false	0.020	true	3	9	Amp		0.624	Y	N	N	N	Y	N	74.843			
82	G10	false	pos	CAM	UNKNOWN	SYBR	None	9.099	10.165	1.507								false	0.020	true	3	7	Amp		0.522	Y	N	N	N	Y	N	74.843			
83	G11	false	pos	SYM	UNKNOWN	SYBR	None	20.994	18.327	3.772								false	0.020	true	3	19	Amp		0.652	Y	N	N	Y	Y	N	87.264	76.778		
84	G12	false	pos	SYM	UNKNOWN	SYBR	None	15.660	18.327	3.772								false	0.020	true	3	14	Amp		0.575	Y	N	N	N	Y	N	87.264			
85	H1	false	31	CAM	UNKNOWN	SYBR	None	24.628	25.720	1.545								false	0.020	true	3	22	Amp		0.844	Y	N	N	N	N	N	74.528			
86	H2	false	31	CAM	UNKNOWN	SYBR	None	26.813	25.720	1.545								false	0.020	true	3	24	Amp		0.679	Y	N	N	N	Y	N	74.528			
87	H3	false	31	SYM	UNKNOWN	SYBR	None	21.301	21.332	0.044								false	0.020	true	3	18	Amp		0.868	N	N	N	N	N	N	87.582			
88	H4	false	31	SYM	UNKNOWN	SYBR	None	21.363	21.332	0.044								false	0.020	true	3	19	Amp		0.973	N	N	N	N	N	N	87.582			
89	H5	false	39	CAM	UNKNOWN	SYBR	None	24.219	24.099	0.169								false	0.020	true	3	21	Amp		0.895	N	N	N	N	N	N	74.527			
90	H6	false	39	CAM	UNKNOWN	SYBR	None	23.980	24.099	0.169								false	0.020	true	3	21	Amp		0.866	N	N	N	N	N	N	74.527			
91	H7	false	39	SYM	UNKNOWN	SYBR	None	18.727	19.335	0.860								false	0.020	true	3	16	Amp		0.603	Y	N	N	N	Y	N	87.411			
92	H8	false	39	SYM	UNKNOWN	SYBR	None	19.943	19.335	0.860								false	0.020	true	3	18	Amp		0.672	Y	N	N	N	Y	N	87.560			
93	H9	false	neg	CAM	UNKNOWN	SYBR	None	Undetermined										false	0.020	true	3	29	No Amp		0.000	N	N	Y	N	Y	Y	60.600			
94	H10	false	neg	CAM	UNKNOWN	SYBR	None	Undetermined										false	0.020	true	3	11	No Amp		0.000	N	N	Y	N	Y	N	63.449			
95	H11	false	neg	SYM	UNKNOWN	SYBR	None	Undetermined	29.724									false	0.020	true	3	29	No Amp		0.000	N	N	Y	N	Y	Y	60.000			
96	H12	false	neg	SYM	UNKNOWN	SYBR	None	29.724	29.724									false	0.020	true	3	29	No Amp		0.000	N	Y	N	N	Y	Y	60.000			
