* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = SYBR_GREEN
* Date Created = 2023-02-15 14:12:11 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\bcorbett\OneDrive - Shedd Aquarium Society\Acropora22_proj\EDS files\acer_20230215_1.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = Not Started
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	HIGHSD	MTP	NOISE	CQCONF	EXPFAIL	Tm1	Tm2	Tm3	Tm4
76	G4	false	53	SYM	UNKNOWN	SYBR	None	19.336	19.331	0.008								false	0.020	true	3	17	Amp		0.533	N	N	N	Y	N	87.753			
77	G5	false	388	CAM	UNKNOWN	SYBR	None	22.407	23.882	2.086								false	0.020	true	3	19	Amp		0.595	Y	N	N	Y	N	75.211			
78	G6	false	388	CAM	UNKNOWN	SYBR	None	25.356	23.882	2.086								false	0.020	true	3	23	Amp		0.788	Y	N	Y	Y	N	75.211			
79	G7	false	388	SYM	UNKNOWN	SYBR	None	21.463	20.642	1.162								false	0.020	true	3	20	Amp		0.456	Y	N	N	Y	N	87.700			
80	G8	false	388	SYM	UNKNOWN	SYBR	None	19.820	20.642	1.162								false	0.020	true	3	17	Amp		0.527	Y	N	N	Y	N	87.700			
81	G9	false	pos	CAM	UNKNOWN	SYBR	None	27.224	26.853	0.525								false	0.020	true	3	25	Amp		0.772	Y	N	N	Y	N	75.099			
82	G10	false	pos	CAM	UNKNOWN	SYBR	None	26.482	26.853	0.525								false	0.020	true	3	24	Amp		0.664	Y	N	N	Y	N	75.099			
83	G11	false	pos	SYM	UNKNOWN	SYBR	None	21.323	20.026	1.833								false	0.020	true	3	19	Amp		0.540	Y	N	N	Y	N	87.568			
84	G12	false	pos	SYM	UNKNOWN	SYBR	None	18.730	20.026	1.833								false	0.020	true	3	16	Amp		0.432	Y	N	N	Y	N	87.568			
85	H1	false	100	CAM	UNKNOWN	SYBR	None	21.599	21.534	0.092								false	0.020	true	3	20	Amp		0.712	N	N	N	Y	N	75.068			
86	H2	false	100	CAM	UNKNOWN	SYBR	None	21.469	21.534	0.092								false	0.020	true	3	20	Amp		0.699	N	N	N	Y	N	75.068			
87	H3	false	100	SYM	UNKNOWN	SYBR	None	21.143	20.958	0.262								false	0.020	true	3	19	Amp		0.557	N	N	N	Y	N	87.753			
88	H4	false	100	SYM	UNKNOWN	SYBR	None	20.772	20.958	0.262								false	0.020	true	3	19	Amp		0.491	N	N	N	Y	N	87.905			
93	H9	false	neg	CAM	UNKNOWN	SYBR	None	38.878	37.077	2.547								false	0.020	true	3	39	No Amp		0.018	Y	N	N	Y	Y	74.794			
94	H10	false	neg	CAM	UNKNOWN	SYBR	None	35.277	37.077	2.547								false	0.020	true	3	32	Inconclusive		0.721	Y	N	N	Y	N	74.947			
95	H11	false	neg	SYM	UNKNOWN	SYBR	None	Undetermined	34.462									false	0.020	true	3	39	No Amp		0.000	N	N	N	Y	Y	61.061			
96	H12	false	neg	SYM	UNKNOWN	SYBR	None	34.462	34.462									false	0.020	true	3	32	Inconclusive		0.863	N	N	N	N	N	76.143			
